forecast_origin,pickup_hour,pickup_zone_name,lead_hour,baseline_forecast,improved_forecast
2026-04-01,2026-04-01 03:00:00,Lincoln Square East,4,3.6538461538461537,5.298171024298004
2026-04-01,2026-04-01 03:00:00,LaGuardia Airport,4,1.8461538461538463,9.016335926265004
2026-04-01,2026-04-01 03:00:00,Murray Hill,4,4.923076923076923,6.935316062047986
2026-04-01,2026-04-01 04:00:00,Upper East Side South,5,4.6923076923076925,9.014116805436238
2026-04-01,2026-04-01 04:00:00,JFK Airport,5,16.153846153846153,8.639800131138037
2026-04-01,2026-04-01 04:00:00,Midtown Center,5,7.576923076923077,9.42417614615162
2026-04-01,2026-04-01 04:00:00,Upper East Side North,5,4.846153846153846,7.705767587721898
2026-04-01,2026-04-01 04:00:00,Penn Station/Madison Sq West,5,8.288461538461538,8.529953567365766
2026-04-01,2026-04-01 04:00:00,Midtown East,5,6.3076923076923075,8.860561912772221
2026-04-01,2026-04-01 04:00:00,Times Sq/Theatre District,5,16.096153846153847,12.541260531602337
2026-04-01,2026-04-01 04:00:00,Lincoln Square East,5,5.519230769230769,8.094128429756356
2026-04-01,2026-04-01 04:00:00,LaGuardia Airport,5,1.2307692307692308,6.350347224820587
2026-04-01,2026-04-01 04:00:00,Murray Hill,5,7.096153846153846,8.066619801796714
2026-04-01,2026-04-01 05:00:00,Upper East Side South,6,12.76923076923077,16.993537613776493
2026-04-01,2026-04-01 05:00:00,JFK Airport,6,64.17307692307692,40.330821659165636
2026-04-01,2026-04-01 05:00:00,Midtown Center,6,12.51923076923077,16.67572682155849
2026-04-01,2026-04-01 05:00:00,Upper East Side North,6,20.73076923076923,19.83898951263523
2026-04-01,2026-04-01 05:00:00,Penn Station/Madison Sq West,6,52.61538461538461,44.029197010503296
2026-04-01,2026-04-01 05:00:00,Midtown East,6,22.25,18.352455559674112
2026-04-01,2026-04-01 05:00:00,Times Sq/Theatre District,6,20.807692307692307,20.25803422529174
2026-04-01,2026-04-01 05:00:00,Lincoln Square East,6,13.826923076923077,15.298527654855853
2026-04-01,2026-04-01 05:00:00,LaGuardia Airport,6,2.423076923076923,8.723665411976512
2026-04-01,2026-04-01 05:00:00,Murray Hill,6,17.865384615384617,15.576166861265516
2026-04-01,2026-04-01 06:00:00,Upper East Side South,7,47.09615384615385,46.22904313263146
2026-04-01,2026-04-01 06:00:00,JFK Airport,7,130.1153846153846,102.29030868628082
2026-04-01,2026-04-01 06:00:00,Midtown Center,7,42.86538461538461,43.408867099288734
2026-04-01,2026-04-01 06:00:00,Upper East Side North,7,90.15384615384616,66.228405319254
2026-04-01,2026-04-01 06:00:00,Penn Station/Madison Sq West,7,120.92307692307692,111.65058792053988
2026-04-01,2026-04-01 06:00:00,Midtown East,7,68.84615384615384,57.041692160570534
2026-04-01,2026-04-01 06:00:00,Times Sq/Theatre District,7,39.05769230769231,43.718912224193865
2026-04-01,2026-04-01 06:00:00,Lincoln Square East,7,40.25,39.84920851858366
2026-04-01,2026-04-01 06:00:00,LaGuardia Airport,7,3.4615384615384617,12.701889287968816
2026-04-01,2026-04-01 06:00:00,Murray Hill,7,51.46153846153846,47.04961079995442
2026-04-01,2026-04-01 07:00:00,Upper East Side South,8,202.3846153846154,147.7155588138075
2026-04-01,2026-04-01 07:00:00,JFK Airport,8,132.96153846153845,147.97584960566067
2026-04-01,2026-04-01 07:00:00,Midtown Center,8,96.76923076923077,101.06274595813268
2026-04-01,2026-04-01 07:00:00,Upper East Side North,8,282.63461538461536,208.0792966919229
2026-04-01,2026-04-01 07:00:00,Penn Station/Madison Sq West,8,214.84615384615384,178.29260746367447
2026-04-01,2026-04-01 07:00:00,Midtown East,8,139.84615384615384,119.18582968630294
2026-04-01,2026-04-01 07:00:00,Times Sq/Theatre District,8,78.42307692307692,89.22855398635603
2026-04-01,2026-04-01 07:00:00,Lincoln Square East,8,115.4423076923077,96.36389341454041
2026-04-01,2026-04-01 07:00:00,LaGuardia Airport,8,56.76923076923077,32.274629751211855
2026-04-01,2026-04-01 07:00:00,Murray Hill,8,109.9423076923077,99.46975404883898
2026-04-01,2026-04-01 08:00:00,Upper East Side South,9,303.4423076923077,234.7815024839192
2026-04-01,2026-04-01 08:00:00,JFK Airport,9,106.73076923076923,152.34478031482234
2026-04-01,2026-04-01 08:00:00,Midtown Center,9,168.82692307692307,157.66234995680188
2026-04-01,2026-04-01 08:00:00,Upper East Side North,9,387.40384615384613,299.5344606826152
2026-04-01,2026-04-01 08:00:00,Penn Station/Madison Sq West,9,254.6346153846154,237.2043915244208
2026-04-01,2026-04-01 08:00:00,Midtown East,9,208.0,167.62819787732073
2026-04-01,2026-04-01 08:00:00,Times Sq/Theatre District,9,124.88461538461539,125.27754659415982
2026-04-01,2026-04-01 08:00:00,Lincoln Square East,9,178.23076923076923,152.754451761215
2026-04-01,2026-04-01 08:00:00,LaGuardia Airport,9,94.65384615384616,60.96413510677848
2026-04-01,2026-04-01 08:00:00,Murray Hill,9,174.57692307692307,157.06684367638536
2026-04-01,2026-04-01 09:00:00,Upper East Side South,10,326.46153846153845,288.1811637084642
2026-04-01,2026-04-01 09:00:00,JFK Airport,10,102.5,126.76986381560246
2026-04-01,2026-04-01 09:00:00,Midtown Center,10,206.55769230769232,178.9281551617995
2026-04-01,2026-04-01 09:00:00,Upper East Side North,10,373.88461538461536,333.10593306201633
2026-04-01,2026-04-01 09:00:00,Penn Station/Madison Sq West,10,272.21153846153845,264.904622030833
2026-04-01,2026-04-01 09:00:00,Midtown East,10,224.71153846153845,189.89231367253007
2026-04-01,2026-04-01 09:00:00,Times Sq/Theatre District,10,143.71153846153845,149.71044694809206
2026-04-01,2026-04-01 09:00:00,Lincoln Square East,10,170.44230769230768,171.77462879459233
2026-04-01,2026-04-01 09:00:00,LaGuardia Airport,10,171.76923076923077,103.13868775609954
2026-04-01,2026-04-01 09:00:00,Murray Hill,10,196.69230769230768,187.83646602088928
2026-04-01,2026-04-01 10:00:00,Upper East Side South,11,336.5,299.64346098022355
2026-04-01,2026-04-01 10:00:00,JFK Airport,11,120.92307692307692,129.20697467161355
2026-04-01,2026-04-01 10:00:00,Midtown Center,11,238.92307692307693,199.42291524267267
2026-04-01,2026-04-01 10:00:00,Upper East Side North,11,353.1923076923077,318.55203447159136
2026-04-01,2026-04-01 10:00:00,Penn Station/Madison Sq West,11,248.51923076923077,237.21414170970607
2026-04-01,2026-04-01 10:00:00,Midtown East,11,213.21153846153845,192.66379651539745
2026-04-01,2026-04-01 10:00:00,Times Sq/Theatre District,11,155.69230769230768,153.20116187408098
2026-04-01,2026-04-01 10:00:00,Lincoln Square East,11,183.28846153846155,177.57672650776172
2026-04-01,2026-04-01 10:00:00,LaGuardia Airport,11,210.19230769230768,114.0001151716369
2026-04-01,2026-04-01 10:00:00,Murray Hill,11,194.65384615384616,185.0733138006045
2026-04-01,2026-04-01 11:00:00,Upper East Side South,12,381.4807692307692,317.8133131937659
2026-04-01,2026-04-01 11:00:00,JFK Airport,12,135.98076923076923,137.819400983137
2026-04-01,2026-04-01 11:00:00,Midtown Center,12,291.03846153846155,255.38521027642906
2026-04-01,2026-04-01 11:00:00,Upper East Side North,12,368.2307692307692,311.23455462709245
2026-04-01,2026-04-01 11:00:00,Penn Station/Madison Sq West,12,240.65384615384616,244.2299312886852
2026-04-01,2026-04-01 11:00:00,Midtown East,12,219.01923076923077,207.4107939489318
2026-04-01,2026-04-01 11:00:00,Times Sq/Theatre District,12,167.03846153846155,161.12111359845846
2026-04-01,2026-04-01 11:00:00,Lincoln Square East,12,183.8653846153846,186.8770254365661
2026-04-01,2026-04-01 11:00:00,LaGuardia Airport,12,178.8653846153846,122.62680905227612
2026-04-01,2026-04-01 11:00:00,Murray Hill,12,198.76923076923077,186.2539215191573
2026-04-01,2026-04-01 12:00:00,Upper East Side South,13,432.3269230769231,365.6107226321912
2026-04-01,2026-04-01 12:00:00,JFK Airport,13,171.6346153846154,147.99714314015742
2026-04-01,2026-04-01 12:00:00,Midtown Center,13,322.03846153846155,291.90325191644325
2026-04-01,2026-04-01 12:00:00,Upper East Side North,13,389.28846153846155,349.3277805540443
2026-04-01,2026-04-01 12:00:00,Penn Station/Madison Sq West,13,210.96153846153845,217.46498757074144
2026-04-01,2026-04-01 12:00:00,Midtown East,13,230.53846153846155,213.20552754290566
2026-04-01,2026-04-01 12:00:00,Times Sq/Theatre District,13,165.78846153846155,165.91618755949787
2026-04-01,2026-04-01 12:00:00,Lincoln Square East,13,201.67307692307693,185.54017020281296
2026-04-01,2026-04-01 12:00:00,LaGuardia Airport,13,192.07692307692307,131.05595625755132
2026-04-01,2026-04-01 12:00:00,Murray Hill,13,214.48076923076923,204.89641807166143
2026-04-01,2026-04-01 13:00:00,Upper East Side South,14,443.09615384615387,404.3041700986556
2026-04-01,2026-04-01 13:00:00,JFK Airport,14,209.0,175.32372155220656
2026-04-01,2026-04-01 13:00:00,Midtown Center,14,357.36538461538464,329.4514150397899
2026-04-01,2026-04-01 13:00:00,Upper East Side North,14,359.5769230769231,323.6543890834033
2026-04-01,2026-04-01 13:00:00,Penn Station/Madison Sq West,14,229.23076923076923,212.5962203381946
2026-04-01,2026-04-01 13:00:00,Midtown East,14,242.65384615384616,230.060715917275
2026-04-01,2026-04-01 13:00:00,Times Sq/Theatre District,14,176.8653846153846,170.9686258587699
2026-04-01,2026-04-01 13:00:00,Lincoln Square East,14,205.5,194.49548216772826
2026-04-01,2026-04-01 13:00:00,LaGuardia Airport,14,194.17307692307693,134.1756897309887
2026-04-01,2026-04-01 13:00:00,Murray Hill,14,214.46153846153845,203.05037564003993
2026-04-01,2026-04-01 14:00:00,Upper East Side South,15,499.7692307692308,449.14244073522826
2026-04-01,2026-04-01 14:00:00,JFK Airport,15,288.90384615384613,225.89892860106684
2026-04-01,2026-04-01 14:00:00,Midtown Center,15,395.8269230769231,344.5503492963226
2026-04-01,2026-04-01 14:00:00,Upper East Side North,15,385.6923076923077,328.8752113507599
2026-04-01,2026-04-01 14:00:00,Penn Station/Madison Sq West,15,181.96153846153845,193.5005280519484
2026-04-01,2026-04-01 14:00:00,Midtown East,15,255.8846153846154,240.28018051446992
2026-04-01,2026-04-01 14:00:00,Times Sq/Theatre District,15,185.1153846153846,175.98065877587635
2026-04-01,2026-04-01 14:00:00,Lincoln Square East,15,217.05769230769232,194.67628081667522
2026-04-01,2026-04-01 14:00:00,LaGuardia Airport,15,266.3269230769231,143.78025671367016
2026-04-01,2026-04-01 14:00:00,Murray Hill,15,222.5,199.15498061334247
2026-04-01,2026-04-01 15:00:00,Upper East Side South,16,486.46153846153845,437.93823914586767
2026-04-01,2026-04-01 15:00:00,JFK Airport,16,336.0,300.8021810266069
2026-04-01,2026-04-01 15:00:00,Midtown Center,16,412.6923076923077,365.6480637562408
2026-04-01,2026-04-01 15:00:00,Upper East Side North,16,453.36538461538464,341.1712719687503
2026-04-01,2026-04-01 15:00:00,Penn Station/Madison Sq West,16,189.23076923076923,195.08435152069018
2026-04-01,2026-04-01 15:00:00,Midtown East,16,259.3076923076923,251.35791519530844
2026-04-01,2026-04-01 15:00:00,Times Sq/Theatre District,16,209.17307692307693,191.08775426722082
2026-04-01,2026-04-01 15:00:00,Lincoln Square East,16,220.01923076923077,204.80892442207718
2026-04-01,2026-04-01 15:00:00,LaGuardia Airport,16,248.23076923076923,182.14474627642366
2026-04-01,2026-04-01 15:00:00,Murray Hill,16,227.46153846153845,202.9907202090533
2026-04-01,2026-04-01 16:00:00,Upper East Side South,17,463.5769230769231,427.6553454207814
2026-04-01,2026-04-01 16:00:00,JFK Airport,17,391.46153846153845,352.55987505404556
2026-04-01,2026-04-01 16:00:00,Midtown Center,17,474.7307692307692,422.02933336064416
2026-04-01,2026-04-01 16:00:00,Upper East Side North,17,388.61538461538464,330.39712824026225
2026-04-01,2026-04-01 16:00:00,Penn Station/Madison Sq West,17,201.01923076923077,188.5425459454768
2026-04-01,2026-04-01 16:00:00,Midtown East,17,307.40384615384613,280.75741977897854
2026-04-01,2026-04-01 16:00:00,Times Sq/Theatre District,17,294.53846153846155,222.8481711895663
2026-04-01,2026-04-01 16:00:00,Lincoln Square East,17,226.34615384615384,182.78895265119462
2026-04-01,2026-04-01 16:00:00,LaGuardia Airport,17,217.42307692307693,176.22710489157419
2026-04-01,2026-04-01 16:00:00,Murray Hill,17,245.19230769230768,209.75405429515865
2026-04-01,2026-04-01 17:00:00,Upper East Side South,18,502.2692307692308,437.78847945027735
2026-04-01,2026-04-01 17:00:00,JFK Airport,18,345.4230769230769,335.19069076962177
2026-04-01,2026-04-01 17:00:00,Midtown Center,18,557.8653846153846,497.7223225937052
2026-04-01,2026-04-01 17:00:00,Upper East Side North,18,425.1730769230769,342.7819104883634
2026-04-01,2026-04-01 17:00:00,Penn Station/Madison Sq West,18,235.84615384615384,200.49743443680234
2026-04-01,2026-04-01 17:00:00,Midtown East,18,412.5,353.031509695704
2026-04-01,2026-04-01 17:00:00,Times Sq/Theatre District,18,306.59615384615387,252.38368600722285
2026-04-01,2026-04-01 17:00:00,Lincoln Square East,18,262.61538461538464,209.1874676885968
2026-04-01,2026-04-01 17:00:00,LaGuardia Airport,18,193.26923076923077,172.65159324317736
2026-04-01,2026-04-01 17:00:00,Murray Hill,18,292.13461538461536,248.70905111345763
2026-04-01,2026-04-01 18:00:00,Upper East Side South,19,523.0961538461538,425.537514631785
2026-04-01,2026-04-01 18:00:00,JFK Airport,19,312.9423076923077,318.12771687499185
2026-04-01,2026-04-01 18:00:00,Midtown Center,19,589.0769230769231,557.1941135293173
2026-04-01,2026-04-01 18:00:00,Upper East Side North,19,430.5576923076923,317.8064071625418
2026-04-01,2026-04-01 18:00:00,Penn Station/Madison Sq West,19,245.01923076923077,199.12195636155198
2026-04-01,2026-04-01 18:00:00,Midtown East,19,436.2692307692308,367.1685806793211
2026-04-01,2026-04-01 18:00:00,Times Sq/Theatre District,19,317.5769230769231,271.26425585522514
2026-04-01,2026-04-01 18:00:00,Lincoln Square East,19,289.6923076923077,243.4845531337502
2026-04-01,2026-04-01 18:00:00,LaGuardia Airport,19,191.73076923076923,169.49899585914469
2026-04-01,2026-04-01 18:00:00,Murray Hill,19,312.1730769230769,270.4643052096088
2026-04-01,2026-04-01 19:00:00,Upper East Side South,20,436.15384615384613,342.7016578892035
2026-04-01,2026-04-01 19:00:00,JFK Airport,20,328.78846153846155,323.5288873882397
2026-04-01,2026-04-01 19:00:00,Midtown Center,20,567.1730769230769,534.7022922206872
2026-04-01,2026-04-01 19:00:00,Upper East Side North,20,301.34615384615387,238.36487446941507
2026-04-01,2026-04-01 19:00:00,Penn Station/Madison Sq West,20,222.53846153846155,199.47206118075678
2026-04-01,2026-04-01 19:00:00,Midtown East,20,378.28846153846155,344.36143359535083
2026-04-01,2026-04-01 19:00:00,Times Sq/Theatre District,20,288.6923076923077,258.335146569121
2026-04-01,2026-04-01 19:00:00,Lincoln Square East,20,247.5,206.3767240352503
2026-04-01,2026-04-01 19:00:00,LaGuardia Airport,20,206.69230769230768,179.79737433614147
2026-04-01,2026-04-01 19:00:00,Murray Hill,20,284.09615384615387,238.2502965784595
2026-04-01,2026-04-01 20:00:00,Upper East Side South,21,387.63461538461536,306.5007746845878
2026-04-01,2026-04-01 20:00:00,JFK Airport,21,352.4423076923077,343.2249799690709
2026-04-01,2026-04-01 20:00:00,Midtown Center,21,610.2307692307693,542.5595034726362
2026-04-01,2026-04-01 20:00:00,Upper East Side North,21,241.1346153846154,200.87441744657949
2026-04-01,2026-04-01 20:00:00,Penn Station/Madison Sq West,21,205.1346153846154,181.66133735016828
2026-04-01,2026-04-01 20:00:00,Midtown East,21,375.61538461538464,324.44999481311925
2026-04-01,2026-04-01 20:00:00,Times Sq/Theatre District,21,330.09615384615387,310.56335142940975
2026-04-01,2026-04-01 20:00:00,Lincoln Square East,21,248.1346153846154,216.24283024580134
2026-04-01,2026-04-01 20:00:00,LaGuardia Airport,21,203.8653846153846,163.78543102978634
2026-04-01,2026-04-01 20:00:00,Murray Hill,21,256.28846153846155,223.66245563545195
2026-04-01,2026-04-01 21:00:00,Upper East Side South,22,401.34615384615387,320.8862782539947
2026-04-01,2026-04-01 21:00:00,JFK Airport,22,334.5769230769231,329.94514938928245
2026-04-01,2026-04-01 21:00:00,Midtown Center,22,594.3269230769231,584.976405347494
2026-04-01,2026-04-01 21:00:00,Upper East Side North,22,202.65384615384616,167.87758803229002
2026-04-01,2026-04-01 21:00:00,Penn Station/Madison Sq West,22,220.71153846153845,191.91382076028074
2026-04-01,2026-04-01 21:00:00,Midtown East,22,347.5769230769231,284.14163986951036
2026-04-01,2026-04-01 21:00:00,Times Sq/Theatre District,22,446.1923076923077,466.94924867867684
2026-04-01,2026-04-01 21:00:00,Lincoln Square East,22,338.0,290.4402988791183
2026-04-01,2026-04-01 21:00:00,LaGuardia Airport,22,219.23076923076923,160.67869672110916
2026-04-01,2026-04-01 21:00:00,Murray Hill,22,245.07692307692307,209.25317325548983
2026-04-01,2026-04-01 22:00:00,Upper East Side South,23,274.86538461538464,225.06144964733366
2026-04-01,2026-04-01 22:00:00,JFK Airport,23,320.71153846153845,316.25476197692916
2026-04-01,2026-04-01 22:00:00,Midtown Center,23,441.59615384615387,402.8111483972604
2026-04-01,2026-04-01 22:00:00,Upper East Side North,23,122.23076923076923,99.99939632573252
2026-04-01,2026-04-01 22:00:00,Penn Station/Madison Sq West,23,217.80769230769232,212.3440037661333
2026-04-01,2026-04-01 22:00:00,Midtown East,23,245.98076923076923,193.47190843829742
2026-04-01,2026-04-01 22:00:00,Times Sq/Theatre District,23,436.86538461538464,460.2187399668274
2026-04-01,2026-04-01 22:00:00,Lincoln Square East,23,328.4807692307692,282.3414684707764
2026-04-01,2026-04-01 22:00:00,LaGuardia Airport,23,190.90384615384616,148.15230054024397
2026-04-01,2026-04-01 22:00:00,Murray Hill,23,191.01923076923077,170.73094074146334
2026-04-01,2026-04-01 23:00:00,Upper East Side South,24,128.3653846153846,113.29234574610439
2026-04-01,2026-04-01 23:00:00,JFK Airport,24,286.36538461538464,297.25147097879295
2026-04-01,2026-04-01 23:00:00,Midtown Center,24,232.40384615384616,207.3630569129486
2026-04-01,2026-04-01 23:00:00,Upper East Side North,24,51.42307692307692,39.72564006376928
2026-04-01,2026-04-01 23:00:00,Penn Station/Madison Sq West,24,163.48076923076923,151.36369250403285
2026-04-01,2026-04-01 23:00:00,Midtown East,24,120.0576923076923,107.22400814987503
2026-04-01,2026-04-01 23:00:00,Times Sq/Theatre District,24,245.34615384615384,235.16961173605708
2026-04-01,2026-04-01 23:00:00,Lincoln Square East,24,187.92307692307693,243.11694888973756
2026-04-01,2026-04-01 23:00:00,LaGuardia Airport,24,204.80769230769232,148.00694437868364
2026-04-01,2026-04-01 23:00:00,Murray Hill,24,109.46153846153847,114.63673774070115
2026-04-01,2026-04-02 00:00:00,Upper East Side South,25,61.90384615384615,51.46172445800824
2026-04-01,2026-04-02 00:00:00,JFK Airport,25,209.82692307692307,200.26930022598296
2026-04-01,2026-04-02 00:00:00,Midtown Center,25,98.9423076923077,88.98070114324669
2026-04-01,2026-04-02 00:00:00,Upper East Side North,25,21.76923076923077,14.44545962157645
2026-04-01,2026-04-02 00:00:00,Penn Station/Madison Sq West,25,93.0576923076923,105.71953364145203
2026-04-01,2026-04-02 00:00:00,Midtown East,25,62.51923076923077,53.29300559152538
2026-04-01,2026-04-02 00:00:00,Times Sq/Theatre District,25,113.21153846153847,117.4747286968842
2026-04-01,2026-04-02 00:00:00,Lincoln Square East,25,51.94230769230769,103.44121500420897
2026-04-01,2026-04-02 00:00:00,LaGuardia Airport,25,111.65384615384616,113.24765429021922
2026-04-01,2026-04-02 00:00:00,Murray Hill,25,59.34615384615385,49.191069397800604
2026-04-01,2026-04-02 01:00:00,Upper East Side South,26,29.48076923076923,17.485218985792237
2026-04-01,2026-04-02 01:00:00,JFK Airport,26,106.76923076923077,111.36294706918142
2026-04-01,2026-04-02 01:00:00,Midtown Center,26,38.38461538461539,34.06521898490989
2026-04-01,2026-04-02 01:00:00,Upper East Side North,26,10.576923076923077,8.765578756683087
2026-04-01,2026-04-02 01:00:00,Penn Station/Madison Sq West,26,38.34615384615385,55.13998620129519
2026-04-01,2026-04-02 01:00:00,Midtown East,26,25.942307692307693,22.822812143233993
2026-04-01,2026-04-02 01:00:00,Times Sq/Theatre District,26,47.09615384615385,46.29900987992153
2026-04-01,2026-04-02 01:00:00,Lincoln Square East,26,22.942307692307693,26.51842212336491
2026-04-01,2026-04-02 01:00:00,LaGuardia Airport,26,27.192307692307693,51.95968880812803
2026-04-01,2026-04-02 01:00:00,Murray Hill,26,28.596153846153847,19.72866281946722
2026-04-01,2026-04-02 02:00:00,Upper East Side South,27,10.192307692307692,10.034593495563447
2026-04-01,2026-04-02 02:00:00,JFK Airport,27,32.96153846153846,40.011424671902105
2026-04-01,2026-04-02 02:00:00,Midtown Center,27,14.942307692307692,11.811074342385814
2026-04-01,2026-04-02 02:00:00,Upper East Side North,27,4.1923076923076925,5.744187989305423
2026-04-01,2026-04-02 02:00:00,Penn Station/Madison Sq West,27,20.096153846153847,16.714120991408368
2026-04-01,2026-04-02 02:00:00,Midtown East,27,12.538461538461538,10.584638035111542
2026-04-01,2026-04-02 02:00:00,Times Sq/Theatre District,27,24.78846153846154,22.01716926969242
2026-04-01,2026-04-02 02:00:00,Lincoln Square East,27,8.403846153846153,9.872867992870216
2026-04-01,2026-04-02 02:00:00,LaGuardia Airport,27,10.903846153846153,11.069343105067546
2026-04-01,2026-04-02 02:00:00,Murray Hill,27,14.73076923076923,10.115942645444859
2026-04-01,2026-04-02 03:00:00,Upper East Side South,28,7.134615384615385,7.147733420160779
2026-04-01,2026-04-02 03:00:00,JFK Airport,28,14.057692307692308,15.189771166104444
2026-04-01,2026-04-02 03:00:00,Midtown Center,28,8.653846153846153,7.062106738135924
2026-04-01,2026-04-02 03:00:00,Upper East Side North,28,2.230769230769231,5.7019293241321245
2026-04-01,2026-04-02 03:00:00,Penn Station/Madison Sq West,28,11.346153846153847,9.974480596789288
2026-04-01,2026-04-02 03:00:00,Midtown East,28,6.8076923076923075,7.147733420160779
2026-04-01,2026-04-02 03:00:00,Times Sq/Theatre District,28,18.153846153846153,13.656634912507606
2026-04-01,2026-04-02 03:00:00,Lincoln Square East,28,4.6923076923076925,5.649364302316752
2026-04-01,2026-04-02 03:00:00,LaGuardia Airport,28,2.923076923076923,5.669493795004688
2026-04-01,2026-04-02 03:00:00,Murray Hill,28,8.961538461538462,7.147733420160779
2026-04-01,2026-04-02 04:00:00,Upper East Side South,29,5.826923076923077,8.785076474497739
2026-04-01,2026-04-02 04:00:00,JFK Airport,29,14.673076923076923,10.996826277985976
2026-04-01,2026-04-02 04:00:00,Midtown Center,29,9.134615384615385,9.542198209455307
2026-04-01,2026-04-02 04:00:00,Upper East Side North,29,5.980769230769231,7.965058434092077
2026-04-01,2026-04-02 04:00:00,Penn Station/Madison Sq West,29,11.653846153846153,8.904687719490104
2026-04-01,2026-04-02 04:00:00,Midtown East,29,7.961538461538462,8.454655487532733
2026-04-01,2026-04-02 04:00:00,Times Sq/Theatre District,29,20.576923076923077,17.30028501445472
2026-04-01,2026-04-02 04:00:00,Lincoln Square East,29,7.673076923076923,8.3075761414911
2026-04-01,2026-04-02 04:00:00,LaGuardia Airport,29,2.4038461538461537,6.250117282307633
2026-04-01,2026-04-02 04:00:00,Murray Hill,29,10.596153846153847,8.22540334380972
2026-04-01,2026-04-02 05:00:00,Upper East Side South,30,14.98076923076923,15.989566224134833
2026-04-01,2026-04-02 05:00:00,JFK Airport,30,68.75,37.64394756864101
2026-04-01,2026-04-02 05:00:00,Midtown Center,30,15.403846153846153,17.29340848555099
2026-04-01,2026-04-02 05:00:00,Upper East Side North,30,22.576923076923077,17.543886849483126
2026-04-01,2026-04-02 05:00:00,Penn Station/Madison Sq West,30,53.90384615384615,42.990729347425905
2026-04-01,2026-04-02 05:00:00,Midtown East,30,23.923076923076923,16.880206332091518
2026-04-01,2026-04-02 05:00:00,Times Sq/Theatre District,30,24.942307692307693,22.54381607457742
2026-04-01,2026-04-02 05:00:00,Lincoln Square East,30,16.5,14.862777895081516
